grade,unit,section,sectionType,exerciseNumber,sourceImage,sourceAsset,sourceRegion,activityType,verificationStatus,activationStatus
2,12,book-reading-2,Reading 2,multiple / mapped,072.png | 073.png | 074.png | 075.png,grade2-source/original/book2/072.webp | grade2-source/original/book2/073.webp | grade2-source/original/book2/074.webp | grade2-source/original/book2/075.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-grammar-2,Grammar 2,multiple / mapped,074.png | 075.png,grade2-source/original/book2/074.webp | grade2-source/original/book2/075.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,075.png,grade2-source/original/book2/075.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-writing,Writing,multiple / mapped,076.png | 077.png | 078.png,grade2-source/original/book2/076.webp | grade2-source/original/book2/077.webp | grade2-source/original/book2/078.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
2,12,book-writing-skill,Writing Skill,multiple / mapped,076.png,grade2-source/original/book2/076.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-value,Value,multiple / mapped,077.png,grade2-source/original/book2/077.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-project,Project,multiple / mapped,077.png,grade2-source/original/book2/077.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-review-unit-check,Review/Unit Check,multiple / mapped,077.png | 078.png,grade2-source/original/book2/077.webp | grade2-source/original/book2/078.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,sourcebook,Khác,multiple / mapped,066.png | 067.png | 068.png | 069.png | 070.png | 071.png | 072.png | 073.png | 074.png | 075.png | 076.png | 077.png | 078.png,grade2-source/original/book2/066.webp | grade2-source/original/book2/067.webp | grade2-source/original/book2/068.webp | grade2-source/original/book2/069.webp | grade2-source/original/book2/070.webp | grade2-source/original/book2/071.webp | grade2-source/original/book2/072.webp | grade2-source/original/book2/073.webp | grade2-source/original/book2/074.webp | grade2-source/original/book2/075.webp | grade2-source/original/book2/076.webp | grade2-source/original/book2/077.webp | grade2-source/original/book2/078.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,1,book-big-question,Big Question,multiple / mapped,020.png,grade3-source/original/020.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,1,book-clil-content,CLIL/Content,multiple / mapped,020.png | 021.png | 025.png,grade3-source/original/020.webp | grade3-source/original/021.webp | grade3-source/original/025.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-vocabulary-1,Vocabulary 1,multiple / mapped,021.png | 022.png,grade3-source/original/021.webp | grade3-source/original/022.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,1,book-reading-1,Reading 1,multiple / mapped,022.png | 023.png | 024.png | 025.png,grade3-source/original/022.webp | grade3-source/original/023.webp | grade3-source/original/024.webp | grade3-source/original/025.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
3,1,book-reading-skill,Reading Skill,multiple / mapped,022.png | 023.png | 024.png | 030.png,grade3-source/original/022.webp | grade3-source/original/023.webp | grade3-source/original/024.webp | grade3-source/original/030.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-vocabulary-in-reading,Vocabulary in Reading,multiple / mapped,022.png | 023.png | 024.png | 025.png | 027.png | 028.png | 029.png | 030.png,grade3-source/original/022.webp | grade3-source/original/023.webp | grade3-source/original/024.webp | grade3-source/original/025.webp | grade3-source/original/027.webp | grade3-source/original/028.webp | grade3-source/original/029.webp | grade3-source/original/030.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-grammar-1,Grammar 1,multiple / mapped,026.png | 027.png,grade3-source/original/026.webp | grade3-source/original/027.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
3,1,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,026.png,grade3-source/original/026.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-listening,Listening,multiple / mapped,026.png,grade3-source/original/026.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-speaking-communication,Speaking/Communication,multiple / mapped,026.png | 030.png | 031.png,grade3-source/original/026.webp | grade3-source/original/030.webp | grade3-source/original/031.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
3,1,book-vocabulary-2,Vocabulary 2,multiple / mapped,027.png | 028.png,grade3-source/original/027.webp | grade3-source/original/028.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,1,book-reading-2,Reading 2,multiple / mapped,027.png | 028.png | 029.png | 030.png,grade3-source/original/027.webp | grade3-source/original/028.webp | grade3-source/original/029.webp | grade3-source/original/030.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-pronunciation,Pronunciation,multiple / mapped,028.png,grade3-source/original/028.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-grammar-2,Grammar 2,multiple / mapped,030.png | 031.png | 032.png,grade3-source/original/030.webp | grade3-source/original/031.webp | grade3-source/original/032.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,031.png,grade3-source/original/031.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-writing,Writing,multiple / mapped,032.png | 033.png,grade3-source/original/032.webp | grade3-source/original/033.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
3,1,book-project,Project,multiple / mapped,032.png | 033.png,grade3-source/original/032.webp | grade3-source/original/033.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-review-unit-check,Review/Unit Check,multiple / mapped,032.png | 033.png,grade3-source/original/032.webp | grade3-source/original/033.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,book-writing-skill,Writing Skill,multiple / mapped,033.png,grade3-source/original/033.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,1,sourcebook,Khác,multiple / mapped,020.png | 021.png | 022.png | 023.png | 024.png | 025.png | 026.png | 027.png | 028.png | 029.png | 030.png | 031.png | 032.png | 033.png,grade3-source/original/020.webp | grade3-source/original/021.webp | grade3-source/original/022.webp | grade3-source/original/023.webp | grade3-source/original/024.webp | grade3-source/original/025.webp | grade3-source/original/026.webp | grade3-source/original/027.webp | grade3-source/original/028.webp | grade3-source/original/029.webp | grade3-source/original/030.webp | grade3-source/original/031.webp | grade3-source/original/032.webp | grade3-source/original/033.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,2,book-big-question,Big Question,multiple / mapped,034.png,grade3-source/original/034.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,2,book-clil-content,CLIL/Content,multiple / mapped,034.png | 035.png | 039.png,grade3-source/original/034.webp | grade3-source/original/035.webp | grade3-source/original/039.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-vocabulary-1,Vocabulary 1,multiple / mapped,035.png | 036.png,grade3-source/original/035.webp | grade3-source/original/036.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,2,book-reading-1,Reading 1,multiple / mapped,036.png | 037.png | 038.png | 039.png,grade3-source/original/036.webp | grade3-source/original/037.webp | grade3-source/original/038.webp | grade3-source/original/039.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-vocabulary-in-reading,Vocabulary in Reading,multiple / mapped,036.png | 037.png | 038.png | 039.png | 041.png | 042.png | 043.png | 044.png,grade3-source/original/036.webp | grade3-source/original/037.webp | grade3-source/original/038.webp | grade3-source/original/039.webp | grade3-source/original/041.webp | grade3-source/original/042.webp | grade3-source/original/043.webp | grade3-source/original/044.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-reading-skill,Reading Skill,multiple / mapped,038.png | 044.png,grade3-source/original/038.webp | grade3-source/original/044.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-grammar-1,Grammar 1,multiple / mapped,040.png | 041.png,grade3-source/original/040.webp | grade3-source/original/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,040.png,grade3-source/original/040.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-listening,Listening,multiple / mapped,040.png | 041.png | 042.png,grade3-source/original/040.webp | grade3-source/original/041.webp | grade3-source/original/042.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-speaking-communication,Speaking/Communication,multiple / mapped,040.png | 042.png | 045.png | 046.png | 047.png,grade3-source/original/040.webp | grade3-source/original/042.webp | grade3-source/original/045.webp | grade3-source/original/046.webp | grade3-source/original/047.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-vocabulary-2,Vocabulary 2,multiple / mapped,041.png | 042.png,grade3-source/original/041.webp | grade3-source/original/042.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,2,book-reading-2,Reading 2,multiple / mapped,041.png | 042.png | 043.png | 044.png,grade3-source/original/041.webp | grade3-source/original/042.webp | grade3-source/original/043.webp | grade3-source/original/044.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-pronunciation,Pronunciation,multiple / mapped,042.png,grade3-source/original/042.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-grammar-2,Grammar 2,multiple / mapped,044.png | 045.png | 046.png,grade3-source/original/044.webp | grade3-source/original/045.webp | grade3-source/original/046.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,045.png,grade3-source/original/045.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-writing,Writing,multiple / mapped,046.png | 047.png | 048.png,grade3-source/original/046.webp | grade3-source/original/047.webp | grade3-source/original/048.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-writing-skill,Writing Skill,multiple / mapped,047.png,grade3-source/original/047.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-project,Project,multiple / mapped,047.png,grade3-source/original/047.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,book-review-unit-check,Review/Unit Check,multiple / mapped,047.png,grade3-source/original/047.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,2,sourcebook,Khác,multiple / mapped,034.png | 035.png | 036.png | 037.png | 038.png | 039.png | 040.png | 041.png | 042.png | 043.png | 044.png | 045.png | 046.png | 047.png | 048.png,grade3-source/original/034.webp | grade3-source/original/035.webp | grade3-source/original/036.webp | grade3-source/original/037.webp | grade3-source/original/038.webp | grade3-source/original/039.webp | grade3-source/original/040.webp | grade3-source/original/041.webp | grade3-source/original/042.webp | grade3-source/original/043.webp | grade3-source/original/044.webp | grade3-source/original/045.webp | grade3-source/original/046.webp | grade3-source/original/047.webp | grade3-source/original/048.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,3,book-big-question,Big Question,multiple / mapped,049.png,grade3-source/original/049.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,3,book-clil-content,CLIL/Content,multiple / mapped,049.png | 054.png,grade3-source/original/049.webp | grade3-source/original/054.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-vocabulary-1,Vocabulary 1,multiple / mapped,050.png | 051.png,grade3-source/original/050.webp | grade3-source/original/051.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,3,book-reading-1,Reading 1,multiple / mapped,051.png | 052.png | 053.png | 054.png,grade3-source/original/051.webp | grade3-source/original/052.webp | grade3-source/original/053.webp | grade3-source/original/054.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-vocabulary-in-reading,Vocabulary in Reading,multiple / mapped,051.png | 052.png | 053.png | 054.png | 056.png | 057.png | 058.png | 059.png,grade3-source/original/051.webp | grade3-source/original/052.webp | grade3-source/original/053.webp | grade3-source/original/054.webp | grade3-source/original/056.webp | grade3-source/original/057.webp | grade3-source/original/058.webp | grade3-source/original/059.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-reading-skill,Reading Skill,multiple / mapped,053.png | 059.png,grade3-source/original/053.webp | grade3-source/original/059.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-listening,Listening,multiple / mapped,054.png | 055.png | 056.png,grade3-source/original/054.webp | grade3-source/original/055.webp | grade3-source/original/056.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-grammar-1,Grammar 1,multiple / mapped,055.png | 056.png,grade3-source/original/055.webp | grade3-source/original/056.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,055.png,grade3-source/original/055.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-speaking-communication,Speaking/Communication,multiple / mapped,055.png | 060.png | 062.png,grade3-source/original/055.webp | grade3-source/original/060.webp | grade3-source/original/062.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-vocabulary-2,Vocabulary 2,multiple / mapped,055.png | 056.png | 057.png,grade3-source/original/055.webp | grade3-source/original/056.webp | grade3-source/original/057.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,3,book-reading-2,Reading 2,multiple / mapped,056.png | 057.png | 058.png | 059.png,grade3-source/original/056.webp | grade3-source/original/057.webp | grade3-source/original/058.webp | grade3-source/original/059.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-pronunciation,Pronunciation,multiple / mapped,057.png,grade3-source/original/057.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-grammar-2,Grammar 2,multiple / mapped,059.png | 060.png | 061.png,grade3-source/original/059.webp | grade3-source/original/060.webp | grade3-source/original/061.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,060.png,grade3-source/original/060.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-writing,Writing,multiple / mapped,061.png | 062.png,grade3-source/original/061.webp | grade3-source/original/062.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-project,Project,multiple / mapped,061.png | 062.png,grade3-source/original/061.webp | grade3-source/original/062.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-writing-skill,Writing Skill,multiple / mapped,062.png,grade3-source/original/062.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,book-review-unit-check,Review/Unit Check,multiple / mapped,062.png,grade3-source/original/062.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,3,sourcebook,Khác,multiple / mapped,049.png | 050.png | 051.png | 052.png | 053.png | 054.png | 055.png | 056.png | 057.png | 058.png | 059.png | 060.png | 061.png | 062.png,grade3-source/original/049.webp | grade3-source/original/050.webp | grade3-source/original/051.webp | grade3-source/original/052.webp | grade3-source/original/053.webp | grade3-source/original/054.webp | grade3-source/original/055.webp | grade3-source/original/056.webp | grade3-source/original/057.webp | grade3-source/original/058.webp | grade3-source/original/059.webp | grade3-source/original/060.webp | grade3-source/original/061.webp | grade3-source/original/062.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,4,book-big-question,Big Question,multiple / mapped,063.png,grade3-source/original/063.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,4,book-clil-content,CLIL/Content,multiple / mapped,063.png | 064.png | 068.png | 076.png | 077.png,grade3-source/original/063.webp | grade3-source/original/064.webp | grade3-source/original/068.webp | grade3-source/original/076.webp | grade3-source/original/077.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-vocabulary-1,Vocabulary 1,multiple / mapped,064.png | 065.png,grade3-source/original/064.webp | grade3-source/original/065.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,4,book-reading-1,Reading 1,multiple / mapped,065.png | 066.png | 067.png | 068.png,grade3-source/original/065.webp | grade3-source/original/066.webp | grade3-source/original/067.webp | grade3-source/original/068.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-vocabulary-in-reading,Vocabulary in Reading,multiple / mapped,065.png | 066.png | 067.png | 068.png | 070.png | 071.png | 072.png | 073.png,grade3-source/original/065.webp | grade3-source/original/066.webp | grade3-source/original/067.webp | grade3-source/original/068.webp | grade3-source/original/070.webp | grade3-source/original/071.webp | grade3-source/original/072.webp | grade3-source/original/073.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-reading-skill,Reading Skill,multiple / mapped,067.png | 073.png,grade3-source/original/067.webp | grade3-source/original/073.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-listening,Listening,multiple / mapped,068.png | 069.png | 070.png,grade3-source/original/068.webp | grade3-source/original/069.webp | grade3-source/original/070.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-speaking-communication,Speaking/Communication,multiple / mapped,068.png | 069.png | 074.png,grade3-source/original/068.webp | grade3-source/original/069.webp | grade3-source/original/074.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-grammar-1,Grammar 1,multiple / mapped,069.png | 070.png,grade3-source/original/069.webp | grade3-source/original/070.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,069.png,grade3-source/original/069.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-vocabulary-2,Vocabulary 2,multiple / mapped,070.png | 071.png,grade3-source/original/070.webp | grade3-source/original/071.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,4,book-reading-2,Reading 2,multiple / mapped,070.png | 071.png | 072.png | 073.png,grade3-source/original/070.webp | grade3-source/original/071.webp | grade3-source/original/072.webp | grade3-source/original/073.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-pronunciation,Pronunciation,multiple / mapped,071.png,grade3-source/original/071.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-grammar-2,Grammar 2,multiple / mapped,073.png | 074.png | 075.png,grade3-source/original/073.webp | grade3-source/original/074.webp | grade3-source/original/075.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,074.png,grade3-source/original/074.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-writing,Writing,multiple / mapped,075.png | 076.png | 077.png,grade3-source/original/075.webp | grade3-source/original/076.webp | grade3-source/original/077.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-writing-skill,Writing Skill,multiple / mapped,076.png,grade3-source/original/076.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-project,Project,multiple / mapped,076.png,grade3-source/original/076.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,book-review-unit-check,Review/Unit Check,multiple / mapped,076.png,grade3-source/original/076.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,4,sourcebook,Khác,multiple / mapped,063.png | 064.png | 065.png | 066.png | 067.png | 068.png | 069.png | 070.png | 071.png | 072.png | 073.png | 074.png | 075.png | 076.png | 077.png,grade3-source/original/063.webp | grade3-source/original/064.webp | grade3-source/original/065.webp | grade3-source/original/066.webp | grade3-source/original/067.webp | grade3-source/original/068.webp | grade3-source/original/069.webp | grade3-source/original/070.webp | grade3-source/original/071.webp | grade3-source/original/072.webp | grade3-source/original/073.webp | grade3-source/original/074.webp | grade3-source/original/075.webp | grade3-source/original/076.webp | grade3-source/original/077.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,5,book-big-question,Big Question,multiple / mapped,078.png,grade3-source/original/078.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,5,book-clil-content,CLIL/Content,multiple / mapped,078.png | 083.png,grade3-source/original/078.webp | grade3-source/original/083.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-vocabulary-1,Vocabulary 1,multiple / mapped,079.png | 080.png,grade3-source/original/079.webp | grade3-source/original/080.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,5,book-reading-1,Reading 1,multiple / mapped,080.png | 081.png | 082.png | 083.png,grade3-source/original/080.webp | grade3-source/original/081.webp | grade3-source/original/082.webp | grade3-source/original/083.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-vocabulary-in-reading,Vocabulary in Reading,multiple / mapped,080.png | 081.png | 082.png | 083.png | 084.png | 085.png | 086.png | 087.png | 088.png,grade3-source/original/080.webp | grade3-source/original/081.webp | grade3-source/original/082.webp | grade3-source/original/083.webp | grade3-source/original/084.webp | grade3-source/original/085.webp | grade3-source/original/086.webp | grade3-source/original/087.webp | grade3-source/original/088.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-reading-skill,Reading Skill,multiple / mapped,082.png | 088.png,grade3-source/original/082.webp | grade3-source/original/088.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-grammar-1,Grammar 1,multiple / mapped,083.png | 084.png | 085.png,grade3-source/original/083.webp | grade3-source/original/084.webp | grade3-source/original/085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-listening,Listening,multiple / mapped,083.png | 084.png | 085.png,grade3-source/original/083.webp | grade3-source/original/084.webp | grade3-source/original/085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-speaking-communication,Speaking/Communication,multiple / mapped,083.png | 084.png | 089.png,grade3-source/original/083.webp | grade3-source/original/084.webp | grade3-source/original/089.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,084.png,grade3-source/original/084.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-reading-2,Reading 2,multiple / mapped,084.png | 085.png | 086.png | 087.png | 088.png,grade3-source/original/084.webp | grade3-source/original/085.webp | grade3-source/original/086.webp | grade3-source/original/087.webp | grade3-source/original/088.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-vocabulary-2,Vocabulary 2,multiple / mapped,085.png | 086.png,grade3-source/original/085.webp | grade3-source/original/086.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
3,5,book-pronunciation,Pronunciation,multiple / mapped,086.png,grade3-source/original/086.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-grammar-2,Grammar 2,multiple / mapped,088.png | 089.png | 090.png,grade3-source/original/088.webp | grade3-source/original/089.webp | grade3-source/original/090.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,089.png,grade3-source/original/089.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-writing,Writing,multiple / mapped,090.png | 091.png,grade3-source/original/090.webp | grade3-source/original/091.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-project,Project,multiple / mapped,090.png | 091.png,grade3-source/original/090.webp | grade3-source/original/091.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-writing-skill,Writing Skill,multiple / mapped,091.png,grade3-source/original/091.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,book-review-unit-check,Review/Unit Check,multiple / mapped,091.png,grade3-source/original/091.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,5,sourcebook,Khác,multiple / mapped,078.png | 079.png | 080.png | 081.png | 082.png | 083.png | 084.png | 085.png | 086.png | 087.png | 088.png | 089.png | 090.png | 091.png,grade3-source/original/078.webp | grade3-source/original/079.webp | grade3-source/original/080.webp | grade3-source/original/081.webp | grade3-source/original/082.webp | grade3-source/original/083.webp | grade3-source/original/084.webp | grade3-source/original/085.webp | grade3-source/original/086.webp | grade3-source/original/087.webp | grade3-source/original/088.webp | grade3-source/original/089.webp | grade3-source/original/090.webp | grade3-source/original/091.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
3,6,book-big-question,Big Question,multiple / mapped,092.png,grade3-source/original/092.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
3,6,book-clil-content,CLIL/Content,multiple / mapped,092.png | 097.png,grade3-source/original/092.webp | grade3-source/original/097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
3,6,book-vocabulary-1,Vocabulary 1,multiple / mapped,093.png | 094.png,grade3-source/original/093.webp | grade3-source/original/094.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
